,original_tuple,destination_tuple,distance
6019,"('ธารโต', 'ยะลา')","('จะแนะ', 'นราธิวาส')",107 km
6020,"('ธารโต', 'ยะลา')","('เบตง', 'ยะลา')",77.3 km
6021,"('ธารโต', 'ยะลา')","('บันนังสตา', 'ยะลา')",21.6 km
6022,"('ยะหา', 'ยะลา')","('สะบ้าย้อย', 'สงขลา')",35.4 km
6023,"('ยะหา', 'ยะลา')","('โคกโพธิ์', 'ปัตตานี')",42.0 km
6024,"('ยะหา', 'ยะลา')","('เมืองยะลา', 'ยะลา')",21.6 km
6025,"('ยะหา', 'ยะลา')","('บันนังสตา', 'ยะลา')",32.5 km
6026,"('ยะหา', 'ยะลา')","('กาบัง', 'ยะลา')",41.9 km
6027,"('ยะหา', 'ยะลา')","('กรงปีนัง', 'ยะลา')",30.4 km
6028,"('รามัน', 'ยะลา')","('รือเสาะ', 'นราธิวาส')",18.5 km
6029,"('รามัน', 'ยะลา')","('มายอ', 'ปัตตานี')",34.5 km
6030,"('รามัน', 'ยะลา')","('ทุ่งยางแดง', 'ปัตตานี')",24.4 km
6031,"('รามัน', 'ยะลา')","('สายบุรี', 'ปัตตานี')",38.6 km
6032,"('รามัน', 'ยะลา')","('ยะรัง', 'ปัตตานี')",42.8 km
6033,"('รามัน', 'ยะลา')","('กะพ้อ', 'ปัตตานี')",18.8 km
6034,"('รามัน', 'ยะลา')","('เมืองยะลา', 'ยะลา')",24.8 km
6035,"('รามัน', 'ยะลา')","('บันนังสตา', 'ยะลา')",51.0 km
6036,"('รามัน', 'ยะลา')","('กรงปีนัง', 'ยะลา')",33.5 km
6037,"('รามัน', 'ยะลา')","('บาเจาะ', 'นราธิวาส')",42.4 km
6038,"('กาบัง', 'ยะลา')","('สะบ้าย้อย', 'สงขลา')",75.9 km
6039,"('กาบัง', 'ยะลา')","('บันนังสตา', 'ยะลา')",51.0 km
6040,"('กาบัง', 'ยะลา')","('ยะหา', 'ยะลา')",42.5 km
6041,"('กรงปีนัง', 'ยะลา')","('เมืองยะลา', 'ยะลา')",16.7 km
6042,"('กรงปีนัง', 'ยะลา')","('บันนังสตา', 'ยะลา')",21.8 km
6043,"('กรงปีนัง', 'ยะลา')","('ยะหา', 'ยะลา')",30.4 km
6044,"('กรงปีนัง', 'ยะลา')","('รามัน', 'ยะลา')",31.7 km
6045,"('หัวหิน', 'ประจวบคีรีขันธ์')","('ท่ายาง', 'เพชรบุรี')",54.5 km
6046,"('หัวหิน', 'ประจวบคีรีขันธ์')","('ชะอำ', 'เพชรบุรี')",39.0 km
6047,"('หัวหิน', 'ประจวบคีรีขันธ์')","('แก่งกระจาน', 'เพชรบุรี')",66.2 km
6048,"('หัวหิน', 'ประจวบคีรีขันธ์')","('ปราณบุรี', 'ประจวบคีรีขันธ์')",17.0 km
6049,"('หัวหิน', 'ประจวบคีรีขันธ์')","('สามร้อยยอด', 'ประจวบคีรีขันธ์')",32.6 km
6050,"('เมืองประจวบคีรีขันธ์', 'ประจวบคีรีขันธ์')","('กุยบุรี', 'ประจวบคีรีขันธ์')",34.4 km
6051,"('เมืองประจวบคีรีขันธ์', 'ประจวบคีรีขันธ์')","('ทับสะแก', 'ประจวบคีรีขันธ์')",44.4 km
6052,"('กุยบุรี', 'ประจวบคีรีขันธ์')","('เมืองประจวบคีรีขันธ์', 'ประจวบคีรีขันธ์')",34.5 km
6053,"('กุยบุรี', 'ประจวบคีรีขันธ์')","('สามร้อยยอด', 'ประจวบคีรีขันธ์')",22.2 km
6054,"('ทับสะแก', 'ประจวบคีรีขันธ์')","('เมืองประจวบคีรีขันธ์', 'ประจวบคีรีขันธ์')",45.9 km
6055,"('ทับสะแก', 'ประจวบคีรีขันธ์')","('บางสะพาน', 'ประจวบคีรีขันธ์')",48.6 km
6056,"('บางสะพาน', 'ประจวบคีรีขันธ์')","('ทับสะแก', 'ประจวบคีรีขันธ์')",51.0 km
6057,"('บางสะพาน', 'ประจวบคีรีขันธ์')","('บางสะพานน้อย', 'ประจวบคีรีขันธ์')",21.3 km
6058,"('บางสะพานน้อย', 'ประจวบคีรีขันธ์')","('ท่าแซะ', 'ชุมพร')",65.6 km
6059,"('บางสะพานน้อย', 'ประจวบคีรีขันธ์')","('ปะทิว', 'ชุมพร')",58.7 km
6060,"('บางสะพานน้อย', 'ประจวบคีรีขันธ์')","('บางสะพาน', 'ประจวบคีรีขันธ์')",21.2 km
6061,"('ปราณบุรี', 'ประจวบคีรีขันธ์')","('หัวหิน', 'ประจวบคีรีขันธ์')",17.0 km
6062,"('ปราณบุรี', 'ประจวบคีรีขันธ์')","('สามร้อยยอด', 'ประจวบคีรีขันธ์')",16.0 km
6063,"('สามร้อยยอด', 'ประจวบคีรีขันธ์')","('หัวหิน', 'ประจวบคีรีขันธ์')",32.9 km
6064,"('สามร้อยยอด', 'ประจวบคีรีขันธ์')","('กุยบุรี', 'ประจวบคีรีขันธ์')",22.0 km
6065,"('สามร้อยยอด', 'ประจวบคีรีขันธ์')","('ปราณบุรี', 'ประจวบคีรีขันธ์')",16.2 km
6066,"('เมืองเพชรบูรณ์', 'เพชรบูรณ์')","('เนินมะปราง', 'พิษณุโลก')",111 km
6067,"('เมืองเพชรบูรณ์', 'เพชรบูรณ์')","('ชนแดน', 'เพชรบูรณ์')",53.9 km
6068,"('เมืองเพชรบูรณ์', 'เพชรบูรณ์')","('หล่มสัก', 'เพชรบูรณ์')",42.0 km
6069,"('เมืองเพชรบูรณ์', 'เพชรบูรณ์')","('หนองไผ่', 'เพชรบูรณ์')",61.1 km
6070,"('เมืองเพชรบูรณ์', 'เพชรบูรณ์')","('วังโป่ง', 'เพชรบูรณ์')",74.2 km
6071,"('เมืองเพชรบูรณ์', 'เพชรบูรณ์')","('เขาค้อ', 'เพชรบูรณ์')",52.0 km
6072,"('เมืองเพชรบูรณ์', 'เพชรบูรณ์')","('หนองบัวแดง', 'ชัยภูมิ')",185 km
6073,"('เมืองเพชรบูรณ์', 'เพชรบูรณ์')","('ภักดีชุมพล', 'ชัยภูมิ')",127 km
6074,"('เมืองเพชรบูรณ์', 'เพชรบูรณ์')","('คอนสาร', 'ชัยภูมิ')",132 km
6075,"('ชนแดน', 'เพชรบูรณ์')","('หนองบัว', 'นครสวรรค์')",62.3 km
6076,"('ชนแดน', 'เพชรบูรณ์')","('ทับคล้อ', 'พิจิตร')",31.8 km
6077,"('ชนแดน', 'เพชรบูรณ์')","('ดงเจริญ', 'พิจิตร')",42.0 km
6078,"('ชนแดน', 'เพชรบูรณ์')","('เมืองเพชรบูรณ์', 'เพชรบูรณ์')",53.2 km
6079,"('ชนแดน', 'เพชรบูรณ์')","('หนองไผ่', 'เพชรบูรณ์')",40.9 km
6080,"('ชนแดน', 'เพชรบูรณ์')","('บึงสามพัน', 'เพชรบูรณ์')",64.1 km
6081,"('ชนแดน', 'เพชรบูรณ์')","('วังโป่ง', 'เพชรบูรณ์')",20.8 km
6082,"('หล่มสัก', 'เพชรบูรณ์')","('เมืองเพชรบูรณ์', 'เพชรบูรณ์')",42.7 km
6083,"('หล่มสัก', 'เพชรบูรณ์')","('หล่มเก่า', 'เพชรบูรณ์')",13.7 km
6084,"('หล่มสัก', 'เพชรบูรณ์')","('น้ำหนาว', 'เพชรบูรณ์')",95.3 km
6085,"('หล่มสัก', 'เพชรบูรณ์')","('เขาค้อ', 'เพชรบูรณ์')",44.6 km
6086,"('หล่มสัก', 'เพชรบูรณ์')","('คอนสาร', 'ชัยภูมิ')",96.8 km
6087,"('หล่มเก่า', 'เพชรบูรณ์')","('นครไทย', 'พิษณุโลก')",99.8 km
6088,"('หล่มเก่า', 'เพชรบูรณ์')","('หล่มสัก', 'เพชรบูรณ์')",13.4 km
6089,"('หล่มเก่า', 'เพชรบูรณ์')","('น้ำหนาว', 'เพชรบูรณ์')",92.5 km
6090,"('หล่มเก่า', 'เพชรบูรณ์')","('เขาค้อ', 'เพชรบูรณ์')",58.4 km
6091,"('หล่มเก่า', 'เพชรบูรณ์')","('วังสะพุง', 'เลย')",109 km
6092,"('หล่มเก่า', 'เพชรบูรณ์')","('ภูหลวง', 'เลย')",84.4 km
6093,"('หล่มเก่า', 'เพชรบูรณ์')","('ด่านซ้าย', 'เลย')",54.8 km
6094,"('วิเชียรบุรี', 'เพชรบูรณ์')","('โคกเจริญ', 'ลพบุรี')",60.1 km
6095,"('วิเชียรบุรี', 'เพชรบูรณ์')","('ลำสนธิ', 'ลพบุรี')",65.0 km
6096,"('วิเชียรบุรี', 'เพชรบูรณ์')","('ไพศาลี', 'นครสวรรค์')",70.4 km
6097,"('วิเชียรบุรี', 'เพชรบูรณ์')","('ศรีเทพ', 'เพชรบูรณ์')",30.4 km
6098,"('วิเชียรบุรี', 'เพชรบูรณ์')","('หนองไผ่', 'เพชรบูรณ์')",47.9 km
6099,"('วิเชียรบุรี', 'เพชรบูรณ์')","('บึงสามพัน', 'เพชรบูรณ์')",25.6 km
6100,"('วิเชียรบุรี', 'เพชรบูรณ์')","('เทพสถิต', 'ชัยภูมิ')",75.2 km
6101,"('วิเชียรบุรี', 'เพชรบูรณ์')","('ภักดีชุมพล', 'ชัยภูมิ')",57.4 km
6102,"('ศรีเทพ', 'เพชรบูรณ์')","('ชัยบาดาล', 'ลพบุรี')",31.6 km
6103,"('ศรีเทพ', 'เพชรบูรณ์')","('สระโบสถ์', 'ลพบุรี')",58.3 km
6104,"('ศรีเทพ', 'เพชรบูรณ์')","('โคกเจริญ', 'ลพบุรี')",29.9 km
6105,"('ศรีเทพ', 'เพชรบูรณ์')","('ลำสนธิ', 'ลพบุรี')",55.8 km
6106,"('ศรีเทพ', 'เพชรบูรณ์')","('วิเชียรบุรี', 'เพชรบูรณ์')",31.2 km
6107,"('หนองไผ่', 'เพชรบูรณ์')","('เมืองเพชรบูรณ์', 'เพชรบูรณ์')",60.2 km
6108,"('หนองไผ่', 'เพชรบูรณ์')","('ชนแดน', 'เพชรบูรณ์')",40.9 km
6109,"('หนองไผ่', 'เพชรบูรณ์')","('วิเชียรบุรี', 'เพชรบูรณ์')",47.9 km
6110,"('หนองไผ่', 'เพชรบูรณ์')","('บึงสามพัน', 'เพชรบูรณ์')",23.5 km
6111,"('หนองไผ่', 'เพชรบูรณ์')","('หนองบัวแดง', 'ชัยภูมิ')",137 km
6112,"('หนองไผ่', 'เพชรบูรณ์')","('ภักดีชุมพล', 'ชัยภูมิ')",78.9 km
6113,"('บึงสามพัน', 'เพชรบูรณ์')","('หนองบัว', 'นครสวรรค์')",54.7 km
6114,"('บึงสามพัน', 'เพชรบูรณ์')","('ไพศาลี', 'นครสวรรค์')",50.9 km
